,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
344,1002507,Lakshmi,P00045842,F,26-35,35,1,Gujarat,Western,Chemical,Furniture,1,,,
345,1004498,Srishti,P00030842,F,51-55,55,0,Delhi,Central,Textile,Footwear & Shoes,1,,,
348,1002012,Gibson,P00273942,F,26-35,34,0,Delhi,Central,IT Sector,Footwear & Shoes,2,20262.0,,
349,1003934,Ann,P00265242,F,26-35,32,0,Karnataka,Southern,Retail,Footwear & Shoes,4,20260.0,,
352,1003741,Shirley,P00127642,F,26-35,29,1,Delhi,Central,Banking,Footwear & Shoes,2,20258.0,,
354,1002889,Richard,P00196042,F,36-45,44,0,Karnataka,Southern,Healthcare,Footwear & Shoes,1,20253.0,,
355,1005096,Roger,P00288342,F,26-35,26,0,Karnataka,Southern,Healthcare,Footwear & Shoes,1,20252.0,,
357,1003726,Randy,P00119442,F,26-35,33,1,Delhi,Central,Hospitality,Footwear & Shoes,2,20250.0,,
358,1004194,Kennedy,P00286442,F,18-25,20,0,Haryana,Northern,IT Sector,Furniture,4,20246.0,,
359,1003036,Prescott,P00255842,F,55+,92,0,Uttarakhand,Central,Chemical,Furniture,2,20239.0,,
360,1003380,Blumstein,P00102342,F,51-55,55,0,Karnataka,Southern,Banking,Footwear & Shoes,3,20237.0,,
361,1001667,Mane,P00276642,F,51-55,52,0,Delhi,Central,Aviation,Footwear & Shoes,2,20236.0,,
362,1002888,Corey-Lock,P00321742,F,26-35,26,0,Madhya Pradesh,Central,Media,Footwear & Shoes,3,20233.0,,
365,1002979,Ken,P00210342,F,36-45,40,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,20230.0,,
370,1000850,Bhawna,P00231442,F,36-45,40,1,Uttar Pradesh,Central,Healthcare,Furniture,3,20212.0,,
371,1001599,Akshata,P00028842,F,26-35,26,1,Himachal Pradesh,Northern,Construction,Furniture,2,20211.0,,
372,1001284,O'Brian,P00351342,F,46-50,47,0,Karnataka,Southern,IT Sector,Footwear & Shoes,2,20211.0,,
373,1003557,Craven,P00058442,F,18-25,24,1,Delhi,Central,Hospitality,Footwear & Shoes,1,20210.0,,
376,1004506,Ashbrook,P00312342,F,51-55,51,0,Delhi,Central,Aviation,Footwear & Shoes,2,20207.0,,
378,1001088,Phan,P00304142,F,0-17,16,1,Uttar Pradesh,Central,Chemical,Furniture,3,20205.0,,
379,1001227,Dianna,P00370342,F,51-55,51,0,Madhya Pradesh,Central,Media,Furniture,4,20204.0,,
380,1000678,Barnes,P00240642,F,26-35,26,1,Karnataka,Southern,Media,Footwear & Shoes,1,20203.0,,
381,1001666,Swint,P00041442,F,26-35,29,1,Gujarat,Western,Food Processing,Furniture,3,20201.0,,
383,1004819,Swetha,P00264042,F,36-45,36,1,Delhi,Central,Automobile,Footwear & Shoes,3,20200.0,,
385,1000553,Turumella,P00170642,F,26-35,33,0,Delhi,Central,Aviation,Footwear & Shoes,3,20194.0,,
386,1005576,Subhashree,P00165442,F,26-35,33,1,Karnataka,Southern,Banking,Footwear & Shoes,1,20192.0,,
387,1003715,Ludtke,P00016842,F,18-25,24,0,Madhya Pradesh,Central,Govt,Furniture,1,20191.0,,
390,1002515,Roach,P00102542,F,46-50,49,0,Karnataka,Southern,Aviation,Footwear & Shoes,2,20188.0,,
391,1003903,Kalyani,P00232442,F,26-35,30,0,Delhi,Central,Banking,Footwear & Shoes,2,20187.0,,
392,1005270,Medina,P00028842,F,26-35,29,1,Bihar,Eastern,Chemical,Furniture,3,20173.0,,
393,1001952,Rob,P00068442,F,36-45,38,0,Delhi,Central,Healthcare,Footwear & Shoes,3,20173.0,,
394,1000071,Surbhi,P00062842,F,26-35,33,0,Delhi,Central,Retail,Footwear & Shoes,3,20169.0,,
397,1005765,Nat,P00280642,F,26-35,26,1,Uttar Pradesh,Central,Hospitality,Furniture,3,20162.0,,
400,1003823,Denise,P00270542,F,55+,72,1,Gujarat,Western,Healthcare,Furniture,2,20141.0,,
401,1001297,Murdock,P00105142,F,26-35,32,1,Uttar Pradesh,Central,Healthcare,Furniture,4,20139.0,,
403,1005260,Hazard,P00331942,F,36-45,38,0,Rajasthan,Northern,Textile,Furniture,3,20131.0,,
404,1003315,Chuck,P00073642,F,26-35,30,1,Uttarakhand,Central,IT Sector,Furniture,1,20131.0,,
406,1003675,Hawkins,P00288942,F,36-45,36,1,Maharashtra,Western,Lawyer,Furniture,2,20111.0,,
409,1000524,Ober,P00018042,F,18-25,25,0,Uttarakhand,Central,IT Sector,Furniture,4,20079.0,,
415,1002069,Cacioppo,P00069542,F,55+,63,1,Madhya Pradesh,Central,Textile,Furniture,1,20056.0,,
416,1003684,Skach,P00251942,F,26-35,31,1,Kerala,Southern,IT Sector,Furniture,1,20027.0,,
417,1002664,percer,P00104842,F,36-45,43,0,Rajasthan,Northern,Banking,Furniture,1,20022.0,,
418,1003274,Carter,P00046742,F,26-35,28,0,Andhra Pradesh,Southern,Media,Furniture,2,20014.0,,
420,1001499,Caffey,P00338442,F,0-17,12,0,Uttar Pradesh,Central,Aviation,Furniture,2,19991.0,,
421,1004016,Dowd,P00259242,F,51-55,53,0,Himachal Pradesh,Northern,Govt,Furniture,3,19990.0,,
422,1004725,Jackson,P0096442,F,36-45,41,0,Uttarakhand,Central,Banking,Furniture,3,19975.0,,
423,1003934,Ann,P00252942,F,26-35,34,0,Haryana,Northern,Healthcare,Furniture,3,19967.0,,
424,1004323,Ed,P00191442,F,18-25,21,1,Uttarakhand,Central,Aviation,Furniture,4,19952.0,,
425,1005239,Quincy,P00178342,F,36-45,43,0,Andhra Pradesh,Southern,Media,Furniture,2,19930.0,,
426,1004277,Sanjay,P00370342,F,36-45,42,0,Kerala,Southern,Govt,Furniture,3,19927.0,,
427,1001851,Sidharth,P00325242,F,26-35,34,1,Maharashtra,Western,Agriculture,Furniture,3,19927.0,,
429,1000148,Rutuja,P00151742,F,51-55,51,1,Himachal Pradesh,Northern,Banking,Furniture,4,19919.0,,
432,1005060,Kimmel,P00178042,F,46-50,46,0,Gujarat,Western,Retail,Furniture,3,19907.0,,
433,1000783,Delaney,P00044442,F,26-35,31,0,Maharashtra,Western,Healthcare,Furniture,3,19904.0,,
434,1001096,Joy,P00008742,F,0-17,17,0,Jharkhand,Eastern,Automobile,Furniture,3,19903.0,,
435,1000662,Pawlan,P00325242,F,18-25,20,1,Haryana,Northern,Food Processing,Furniture,2,19901.0,,
436,1000036,Sonia,P00327342,F,26-35,27,0,Uttarakhand,Central,Construction,Furniture,4,19895.0,,
438,1001556,Deanra,P00113942,F,18-25,18,0,Maharashtra,Western,Lawyer,Food,4,19705.0,,
439,1003615,liebe,P00190942,F,26-35,28,1,Maharashtra,Western,Healthcare,Food,2,19704.0,,
440,1001943,Phelps,P00028542,F,18-25,23,1,Telangana,Southern,Banking,Food,3,19702.0,,
441,1004449,Masurkar,P00312842,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Food,3,19699.0,,
445,1005536,Troy,P00027542,F,26-35,34,0,Andhra Pradesh,Southern,Aviation,Food,2,19690.0,,
446,1001281,Gjertsen,P00026042,F,26-35,31,0,Gujarat,Western,Automobile,Food,1,19690.0,,
447,1005824,Eva,P00218142,F,18-25,25,0,Karnataka,Southern,IT Sector,Food,2,19687.0,,
448,1002419,Shantanu,P00165942,F,26-35,28,1,Himachal Pradesh,Northern,Banking,Food,4,19686.0,,
449,1002462,Nripraj,P00197042,F,36-45,40,0,Karnataka,Southern,IT Sector,Food,3,19686.0,,
450,1001154,Ashmeet,P00154642,F,0-17,13,0,Rajasthan,Northern,Govt,Food,2,19684.0,,
451,1001426,Sandra,P00114942,F,18-25,25,0,Uttar Pradesh,Central,Healthcare,Food,4,19684.0,,
452,1004601,Gaurav,P00014442,F,36-45,40,1,Madhya Pradesh,Central,Hospitality,Food,4,,,
453,1003345,Jim,P00144242,F,26-35,29,0,Maharashtra,Western,Banking,Food,4,19683.0,,
454,1001946,Engle,P00334242,F,26-35,29,1,Karnataka,Southern,Aviation,Food,1,19681.0,,
455,1003715,Ludtke,P00351042,F,18-25,21,1,Maharashtra,Western,Healthcare,Food,3,19681.0,,
456,1003111,Dean,P00234542,F,18-25,18,0,Uttar Pradesh,Central,Hospitality,Food,3,19681.0,,
458,1000725,Goranitis,P00093242,F,55+,67,1,Kerala,Southern,Govt,Food,3,19677.0,,
459,1001022,Minnotte,P00340942,F,26-35,26,0,Bihar,Eastern,IT Sector,Food,1,19676.0,,
461,1005091,Hitika,P00182142,F,26-35,26,0,Andhra Pradesh,Southern,IT Sector,Food,4,19674.0,,
464,1004528,Anurag,P00338442,F,26-35,33,1,Uttar Pradesh,Central,Automobile,Food,2,,,
466,1003650,Ginny,P00050542,F,26-35,27,0,Maharashtra,Western,Lawyer,Food,4,19670.0,,
467,1002955,Soodesh,P00119142,F,36-45,44,0,Uttar Pradesh,Central,Chemical,Food,4,19670.0,,
468,1002818,Harrigan,P00129542,F,26-35,34,0,Karnataka,Southern,IT Sector,Food,2,19669.0,,
469,1005788,Bixby,P00255942,F,26-35,31,0,Maharashtra,Western,Healthcare,Food,4,19667.0,,
470,1000533,Akash,P00184942,F,26-35,27,1,Uttar Pradesh,Central,Aviation,Food,1,19660.0,,
471,1005709,Madhulika,P00120042,F,18-25,21,1,Uttar Pradesh,Central,Media,Food,4,19659.0,,
473,1001777,Hirsh,P00344242,F,26-35,32,0,Andhra Pradesh,Southern,Retail,Food,3,19654.0,,
474,1000337,Phonely,P00241642,F,18-25,18,1,Haryana,Northern,IT Sector,Food,3,19652.0,,
475,1005201,Karlsson,P00101342,F,51-55,55,1,Maharashtra,Western,Aviation,Food,2,19650.0,,
476,1001437,Savi,P00043342,F,51-55,55,0,Uttar Pradesh,Central,Retail,Food,3,19646.0,,
478,1000148,Rutuja,P00334642,F,51-55,51,0,Telangana,Southern,Construction,Food,2,19643.0,,
479,1004980,Rob,P00331942,F,26-35,31,0,Madhya Pradesh,Central,Food Processing,Food,1,19642.0,,
480,1001952,Rob,P00102342,F,36-45,36,0,Haryana,Northern,IT Sector,Food,2,19641.0,,
481,1004042,Phillina,P00114842,F,36-45,45,0,Karnataka,Southern,Lawyer,Food,1,19639.0,,
482,1003317,Kinney,P00042242,F,26-35,30,0,Gujarat,Western,Media,Food,2,19638.0,,
483,1000820,Moray,P00368642,F,36-45,43,1,Bihar,Eastern,IT Sector,Food,2,19637.0,,
484,1001306,Airdo,P00080342,F,26-35,34,1,Haryana,Northern,IT Sector,Food,1,19637.0,,
485,1005000,Caudle,P00116642,F,26-35,29,1,Bihar,Eastern,Media,Food,4,19634.0,,
486,1003722,Muskan,P00181542,F,26-35,32,1,Uttar Pradesh,Central,Lawyer,Food,3,19630.0,,
487,1000783,Delaney,P00118342,F,26-35,27,1,Uttar Pradesh,Central,IT Sector,Food,4,19629.0,,
488,1001895,Gross,P00113842,F,36-45,38,1,Andhra Pradesh,Southern,Govt,Food,4,19628.0,,
489,1004425,Indulekha,P00020242,F,36-45,39,1,Maharashtra,Western,Retail,Food,3,19628.0,,
490,1003189,Kipp,P00112542,F,26-35,28,1,Maharashtra,Western,Healthcare,Food,1,19625.0,,
492,1004736,Mahima,P00084842,F,18-25,19,0,Delhi,Central,Healthcare,Food,4,19620.0,,
493,1002994,Hemant,P0009942,F,36-45,38,0,Uttar Pradesh,Central,IT Sector,Food,4,,,
495,1003105,Ludwig,P00244142,F,36-45,38,1,Bihar,Eastern,Agriculture,Food,4,19617.0,,
496,1004795,Lonsdale,P00043542,F,46-50,49,0,Bihar,Eastern,Media,Food,2,19617.0,,
497,1004937,Ferrer,P00169442,F,36-45,43,0,Karnataka,Southern,Aviation,Food,4,19615.0,,
498,1001050,Nishant,P00162942,F,26-35,31,0,Haryana,Northern,Aviation,Food,1,19614.0,,
499,1004884,Divyeta,P00319342,F,36-45,43,0,Uttar Pradesh,Central,Govt,Food,4,19613.0,,
501,1002571,Hrisheekesh,P00058142,F,36-45,45,0,Karnataka,Southern,Banking,Food,2,19608.0,,
502,1003630,Atharv,P00350342,F,18-25,22,0,Uttar Pradesh,Central,Govt,Food,4,19604.0,,
504,1000712,Riya,P00338542,F,26-35,29,1,Uttar Pradesh,Central,IT Sector,Food,3,19603.0,,
505,1004058,Shaily,P00113142,F,26-35,30,1,Uttar Pradesh,Central,Automobile,Food,2,19602.0,,
507,1001451,Sink,P00145742,F,36-45,39,0,Haryana,Northern,IT Sector,Food,3,19599.0,,
508,1004041,Fritzler,P00039442,F,18-25,18,0,Haryana,Northern,Govt,Food,4,19596.0,,
509,1003311,Neola,P00183242,F,26-35,30,0,Andhra Pradesh,Southern,Govt,Food,3,19595.0,,
510,1003216,Pratyusmita,P00330242,F,36-45,41,1,Uttar Pradesh,Central,Construction,Food,3,19591.0,,
511,1000774,Abhishek,P00370242,F,18-25,23,0,Uttar Pradesh,Central,Banking,Food,2,19589.0,,
512,1003689,Hildebrand,P00219942,F,26-35,31,1,Andhra Pradesh,Southern,Healthcare,Food,4,19587.0,,
514,1003458,Soltero,P00212942,F,46-50,50,0,Andhra Pradesh,Southern,Chemical,Food,2,19586.0,,
516,1001591,Anchal,P00280242,F,51-55,52,1,Uttar Pradesh,Central,IT Sector,Food,4,19585.0,,
517,1003681,Andreadi,P00180342,F,26-35,35,0,Haryana,Northern,Lawyer,Food,3,19583.0,,
521,1005964,Aromal,P00265742,F,18-25,24,0,Madhya Pradesh,Central,Govt,Food,2,19580.0,,
526,1000392,Cooley,P00354642,F,18-25,23,0,Uttar Pradesh,Central,Healthcare,Food,2,19575.0,,
527,1001183,Mahima,P00237542,F,36-45,36,0,Uttar Pradesh,Central,Banking,Food,3,19575.0,,
528,1000787,Anemone,P00328042,F,18-25,23,1,Bihar,Eastern,IT Sector,Food,1,19574.0,,
532,1004042,Phillina,P00131542,F,36-45,42,0,Karnataka,Southern,Food Processing,Food,4,19572.0,,
533,1001736,Martinez,P00152742,F,55+,71,0,Maharashtra,Western,Hospitality,Food,4,19571.0,,
534,1002733,Guy,P00209842,F,46-50,49,0,Andhra Pradesh,Southern,Media,Food,3,19568.0,,
536,1001889,Carl,P00345842,F,18-25,19,0,Bihar,Eastern,Food Processing,Food,3,19567.0,,
537,1000850,Bhawna,P00088242,F,36-45,41,1,Karnataka,Southern,IT Sector,Food,2,19567.0,,
538,1001757,Eleni,P00244242,F,26-35,29,0,Delhi,Central,Healthcare,Food,1,19566.5,,
539,1001312,Dianna,P00190142,F,26-35,30,0,Uttar Pradesh,Central,Media,Food,2,19566.0,,
540,1001390,Tom,P00052642,F,36-45,39,0,Maharashtra,Western,Construction,Food,3,19565.0,,
541,1005556,Jitesh,P00113442,F,46-50,50,1,Karnataka,Southern,Banking,Food,1,19564.0,,
542,1002235,Kishwar,P00133542,F,0-17,16,0,Maharashtra,Western,Banking,Food,2,19561.0,,
546,1004153,Heidel,P00052042,F,51-55,54,0,Maharashtra,Western,Govt,Food,2,19556.0,,
547,1002896,Dashyam,P00070042,F,18-25,21,0,Karnataka,Southern,Aviation,Food,1,19555.0,,
548,1005083,Laura,P00014642,F,26-35,35,1,Maharashtra,Western,Banking,Food,4,19555.0,,
549,1001579,Victor,P00176542,F,26-35,32,0,Karnataka,Southern,Food Processing,Food,4,19554.0,,
550,1003550,Jesal,P00316642,F,26-35,31,1,Uttar Pradesh,Central,Aviation,Food,1,19554.0,,
551,1003281,Sanjna,P00216342,F,26-35,34,0,Uttar Pradesh,Central,Hospitality,Food,4,19552.0,,
552,1002428,Lori,P00282242,F,46-50,47,1,Maharashtra,Western,Aviation,Food,1,19551.0,,
553,1005795,Conant,P00129342,F,26-35,28,0,Gujarat,Western,Aviation,Food,2,19548.0,,
555,1004021,Aishwarya,P00316642,F,51-55,53,1,Maharashtra,Western,Automobile,Food,4,19545.0,,
556,1004285,Bhishm,P00189842,F,36-45,43,0,Maharashtra,Western,Lawyer,Food,2,19536.0,,
557,1005327,Monton,P00103042,F,26-35,35,0,Haryana,Northern,Retail,Food,3,19533.0,,
558,1003626,Kartik,P00120442,F,26-35,27,1,Uttar Pradesh,Central,Govt,Food,3,19532.0,,
560,1003391,Rose,P00351942,F,18-25,18,0,Maharashtra,Western,Media,Food,4,19531.0,,
561,1002262,Geld,P00208342,F,46-50,48,0,Maharashtra,Western,Healthcare,Food,3,19527.0,,
562,1002857,Sukant,P00225642,F,26-35,31,0,Maharashtra,Western,Retail,Food,3,19524.0,,
564,1001483,Shardul,P00151742,F,18-25,20,0,Uttar Pradesh,Central,Healthcare,Food,3,19522.0,,
566,1000331,Bhargav,P00044442,F,26-35,27,0,Uttar Pradesh,Central,Textile,Food,4,19520.0,,
567,1005237,Bhaggyasree,P00137242,F,26-35,32,1,Gujarat,Western,Banking,Food,4,19518.0,,
568,1001530,Haberlin,P00115742,F,26-35,33,0,Andhra Pradesh,Southern,IT Sector,Food,2,19516.0,,
569,1000331,Bhargav,P00279442,F,26-35,32,1,Maharashtra,Western,Agriculture,Food,4,19516.0,,
570,1001128,Weiss,P00290342,F,26-35,27,1,Uttar Pradesh,Central,Banking,Food,3,19516.0,,
572,1004362,Prichep,P00057542,F,26-35,28,1,Maharashtra,Western,IT Sector,Food,3,19515.0,,
573,1001806,Duston,P00046742,F,18-25,25,0,Telangana,Southern,Media,Food,4,19513.0,,
574,1003546,Nockton,P00285342,F,26-35,29,1,Haryana,Northern,Automobile,Food,1,19512.0,,
575,1002803,Jahan,P00110742,F,26-35,34,0,Uttar Pradesh,Central,Aviation,Food,3,19510.0,,
576,1004133,McCrary,P00226242,F,46-50,47,0,Bihar,Eastern,Retail,Food,1,19508.0,,
577,1004601,Gaurav,P00156442,F,36-45,41,0,Delhi,Central,Aviation,Food,3,19507.0,,
578,1004589,Dunbar,P00281742,F,26-35,26,0,Maharashtra,Western,Automobile,Food,1,19507.0,,
579,1002849,O'Rourke,P00327542,F,46-50,49,0,Haryana,Northern,Textile,Food,3,19506.0,,
580,1005355,Akanksha,P00246142,F,55+,90,1,Gujarat,Western,Banking,Food,1,19505.0,,
581,1004243,Koutras,P00128442,F,55+,56,1,Maharashtra,Western,Automobile,Food,4,19499.0,,
582,1000876,Aromal,P00219942,F,26-35,26,1,Uttar Pradesh,Central,Chemical,Food,2,19499.0,,
584,1003361,Sheldon,P00145042,F,26-35,33,1,Uttar Pradesh,Central,Aviation,Food,2,19495.0,,
585,1002376,Brosina,P00085242,F,26-35,34,0,Delhi,Central,Media,Food,2,19493.0,,
586,1000869,Crebassa,P00145642,F,18-25,23,1,Andhra Pradesh,Southern,IT Sector,Food,4,19490.0,,
587,1004238,Dona,P00206642,F,36-45,43,1,Uttar Pradesh,Central,Food Processing,Food,2,19490.0,,
589,1001074,Brown,P00117442,F,46-50,48,1,Bihar,Eastern,Automobile,Food,2,19489.0,,
590,1003503,Lloyd,P00333542,F,18-25,19,1,Uttar Pradesh,Central,Healthcare,Food,1,19488.0,,
591,1003218,Craig,P00265242,F,55+,63,0,Madhya Pradesh,Central,Agriculture,Food,3,19487.0,,
592,1003182,Cartwright,P00363742,F,26-35,26,0,Karnataka,Southern,Aviation,Food,1,19486.0,,
593,1002941,Bavinger,P00189642,F,36-45,37,0,Gujarat,Western,Automobile,Food,3,19484.0,,
594,1001399,Chapman,P00361842,F,18-25,19,0,Madhya Pradesh,Central,Automobile,Food,3,19484.0,,
595,1004337,Dawkins,P00120342,F,18-25,20,0,Maharashtra,Western,Media,Food,4,19483.0,,
596,1003711,Manning,P00031042,F,36-45,36,0,Madhya Pradesh,Central,Healthcare,Food,3,19477.0,,
597,1000646,Aarushi,P00356942,F,36-45,43,1,Madhya Pradesh,Central,IT Sector,Food,2,19477.0,,
599,1003487,Jesus,P00220342,F,18-25,22,0,Maharashtra,Western,IT Sector,Food,4,19474.0,,
600,1000429,Farah,P00113342,F,18-25,21,0,Uttar Pradesh,Central,Healthcare,Food,2,19474.0,,
603,1000150,Toch,P00025442,F,36-45,44,1,Delhi,Central,Agriculture,Food,3,19469.0,,
604,1003824,Dilbeck,P00110242,F,26-35,26,0,Uttar Pradesh,Central,Chemical,Food,4,19467.0,,
605,1004124,Kastensmidt,P00110842,F,26-35,32,1,Haryana,Northern,Media,Food,1,19466.0,,
606,1000204,Tejeswini,P00359742,F,26-35,33,0,Karnataka,Southern,Chemical,Food,2,19466.0,,
609,1004227,William,P00089442,F,26-35,26,0,Maharashtra,Western,IT Sector,Food,3,19462.0,,
611,1000808,Kasheen,P00181342,F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,2,19457.0,,
614,1002771,Sukant,P00101942,F,18-25,23,1,Rajasthan,Northern,Chemical,Food,3,19455.0,,
615,1001980,Christina,P00174442,F,36-45,38,1,Delhi,Central,Media,Food,4,19454.0,,
616,1002109,Gelder,P00270942,F,26-35,31,1,Maharashtra,Western,Govt,Food,1,19454.0,,
619,1004950,LaWare,P00176942,F,26-35,30,0,Uttar Pradesh,Central,Govt,Food,1,19449.0,,
620,1001532,Aditi,P00250642,F,18-25,19,1,Uttar Pradesh,Central,Construction,Food,1,19448.0,,
622,1000732,Katz,P00162042,F,26-35,29,0,Delhi,Central,Healthcare,Food,2,19445.0,,
625,1000229,Dortch,P00156242,F,18-25,18,0,Madhya Pradesh,Central,IT Sector,Food,2,19443.0,,
626,1002063,Shreyshi,P00026742,F,26-35,29,0,Haryana,Northern,Banking,Food,4,19441.0,,
627,1004417,Lomonaco,P00045142,F,26-35,34,1,Uttar Pradesh,Central,IT Sector,Food,3,19438.0,,
629,1000780,Ishit,P00321742,F,26-35,30,1,Uttar Pradesh,Central,Aviation,Food,1,19437.0,,
630,1001430,Raksha,P00106042,F,18-25,22,1,Uttar Pradesh,Central,Govt,Food,1,19436.0,,
631,1000651,Carreira,P00041342,F,36-45,38,0,Maharashtra,Western,Govt,Food,1,19434.0,,
632,1003384,Sujay,P00147742,F,36-45,44,0,Uttar Pradesh,Central,Healthcare,Food,1,19434.0,,
633,1005488,Logan,P00053742,F,26-35,35,0,Maharashtra,Western,Chemical,Food,2,19433.0,,
634,1004682,Vishakha,P00134242,F,26-35,27,1,Karnataka,Southern,Aviation,Food,1,19432.0,,
635,1004791,Crebagga,P00124342,F,18-25,19,1,Maharashtra,Western,Govt,Food,1,19431.0,,
636,1002181,Sweta,P00150942,F,26-35,32,1,Uttar Pradesh,Central,IT Sector,Food,3,19431.0,,
637,1002109,Gelder,P00028942,F,26-35,34,0,Bihar,Eastern,Textile,Food,1,19426.0,,
639,1001427,Zrebassa,P00216342,F,26-35,32,1,Karnataka,Southern,Hospitality,Food,2,19424.0,,
640,1004510,Crebagga,P00236542,F,46-50,46,0,Uttar Pradesh,Central,Retail,Food,1,19423.0,,
641,1000533,Akash,P00221142,F,26-35,31,1,Telangana,Southern,Lawyer,Food,4,19419.0,,
643,1003128,Donovan,P00182442,F,18-25,19,1,Uttar Pradesh,Central,Media,Food,1,19415.0,,
644,1001317,Nikhil,P00052542,F,46-50,50,0,Madhya Pradesh,Central,Healthcare,Food,1,19414.0,,
645,1002173,Kritika,P00270842,F,51-55,54,1,Uttar Pradesh,Central,Automobile,Food,3,19413.0,,
647,1001181,Cathy,P00052842,F,36-45,43,1,Karnataka,Southern,Aviation,Food,4,19410.0,,
649,1001128,Weiss,P00075542,F,26-35,26,0,Andhra Pradesh,Southern,Media,Food,2,19406.0,,
650,1004562,Burns,P00120142,F,36-45,39,0,Telangana,Southern,Textile,Food,4,19404.0,,
651,1001721,Ankita,P00008642,F,18-25,24,1,Gujarat,Western,Aviation,Food,3,19402.0,,
652,1004450,Magdelene,P00183042,F,26-35,29,0,Maharashtra,Western,Healthcare,Food,4,19401.0,,
653,1000352,Maris,P00154042,F,18-25,23,1,Uttar Pradesh,Central,Lawyer,Food,1,19401.0,,
654,1002627,Vaibhav,P00370642,F,26-35,29,0,Delhi,Central,Construction,Food,2,19400.0,,
655,1003633,McAfee,P00110942,F,36-45,41,1,Jharkhand,Eastern,Automobile,Food,1,19399.0,,
656,1000749,Flanagan,P00123542,F,36-45,37,1,Maharashtra,Western,Healthcare,Food,2,19399.0,,
657,1004673,Lee,P00277642,F,36-45,41,0,Maharashtra,Western,Healthcare,Food,3,19395.0,,
658,1002088,Divyansha,P00063342,F,51-55,52,0,Uttar Pradesh,Central,Banking,Food,1,19395.0,,
659,1003576,Alejandro,P00123742,F,51-55,53,0,Madhya Pradesh,Central,Agriculture,Food,4,19394.0,,
660,1000476,Manjiri,P00143642,F,36-45,41,0,Uttar Pradesh,Central,Agriculture,Food,2,19392.0,,
662,1003422,Grayson,P00057342,F,26-35,34,1,Uttar Pradesh,Central,Healthcare,Food,4,19386.0,,
666,1004132,Wale,P00249842,F,26-35,29,0,Delhi,Central,Retail,Food,4,19380.0,,
667,1002151,Pranav,P00046742,F,55+,90,0,Karnataka,Southern,IT Sector,Food,3,19380.0,,
670,1005636,Tran,P00331442,F,26-35,33,1,Uttar Pradesh,Central,Aviation,Food,3,19378.0,,
673,1000163,Rachel,P00061142,F,18-25,22,0,Karnataka,Southern,Banking,Food,2,19369.0,,
674,1004708,Southworth,P00116742,F,26-35,28,0,Bihar,Eastern,Banking,Food,2,19368.0,,
675,1005077,Venier,P00100742,F,26-35,26,1,Uttar Pradesh,Central,Govt,Food,4,19368.0,,
676,1004335,Aryan,P00170942,F,36-45,36,0,Maharashtra,Western,Healthcare,Food,3,19367.0,,
677,1000327,Uudhav,P00323642,F,36-45,37,0,Uttar Pradesh,Central,Retail,Food,1,19367.0,,
678,1003778,Dickinson,P00049242,F,26-35,29,1,Karnataka,Southern,Aviation,Food,1,19363.0,,
679,1005625,Roberts,P00289342,F,26-35,29,0,Uttar Pradesh,Central,Automobile,Food,4,19363.0,,
680,1001004,Kirkland,P00052042,F,26-35,26,0,Uttar Pradesh,Central,Healthcare,Food,4,19361.0,,
681,1005111,Amisha,P00118842,F,36-45,36,0,Delhi,Central,Hospitality,Food,4,19356.0,,
682,1003681,Andreadi,P00307642,F,26-35,31,1,Maharashtra,Western,Govt,Food,2,19356.0,,
684,1001465,Baptist,P00350042,F,51-55,51,0,Uttar Pradesh,Central,Agriculture,Food,1,19353.0,,
685,1002665,Champaklata,P00057342,F,36-45,44,0,Andhra Pradesh,Southern,Food Processing,Food,2,19351.0,,
686,1003726,Randy,P00030942,F,26-35,33,1,Jharkhand,Eastern,IT Sector,Food,3,19350.0,,
687,1000181,Jay,P00319342,F,18-25,19,0,Karnataka,Southern,Agriculture,Food,1,19349.0,,
688,1003132,Vikash,P00334242,F,36-45,38,1,Karnataka,Southern,Textile,Food,1,19346.0,,
689,1002743,Patil,P00026942,F,26-35,30,0,Uttar Pradesh,Central,Food Processing,Food,3,19346.0,,
691,1000251,Sakshi,P00228242,F,55+,75,1,Uttar Pradesh,Central,Aviation,Food,2,19344.0,,
692,1000631,Mukesh,P00224142,F,36-45,44,0,Karnataka,Southern,Healthcare,Food,1,19342.0,,
695,1003868,Delaney,P00124642,F,18-25,19,1,Andhra Pradesh,Southern,Aviation,Food,4,19337.0,,
696,1003311,Neola,P00367342,F,26-35,31,0,Haryana,Northern,Govt,Food,4,19336.0,,
697,1003913,Erica,P00220442,F,18-25,19,0,Andhra Pradesh,Southern,Retail,Auto,4,19334.0,,
